#	UT	Airmass	Ecl. Frac.	RV    	SNR
106	10:19:00.9	1.69	34.7	756.6	190
107	10:20:49.9	1.68	32.2	723.6	180
108	10:22:38.9	1.68	29.7	693.3	210
109	10:24:27.9	1.68	27.2	662.2	210
110	10:26:17.0	1.67	24.9	631.3	220
111	10:28:07.1	1.67	22.5	602.6	210
112	10:29:56.1	1.66	20.2	572.5	210
113	10:31:45.1	1.66	18.0	545.8	220
114	10:33:34.0	1.66	15.8	515.3	200
115	10:35:22.9	1.65	13.8	488.8	210
116	10:37:12.0	1.65	11.8	467.3	220
117	10:39:01.0	1.65	9.9	442.9	220
118	10:40:49.9	1.65	8.1	421.3	210
119	10:42:38.7	1.64	6.4	401.7	200
120	10:44:27.6	1.64	4.9	383.3	220
121	10:46:16.8	1.64	3.4	367.8	210
122	10:48:05.8	1.64	2.2	351.2	200
123	10:49:54.9	1.63	1.1	348.8	210
124	10:51:43.6	1.63	0.3	345.7	200
125	10:53:32.7	1.63	0.0	346.7	210
126	10:55:21.9	1.63	0.0	349.9	220
127	10:57:10.8	1.63	0.0	353.9	230
128	10:58:59.7	1.62	0.0	359.1	200
129	11:00:49.8	1.62	0.0	357.1	220
130	11:02:38.6	1.62	0.0	361.5	220
131	11:04:27.7	1.62	0.0	358.9	200
132	11:06:16.8	1.62	0.0	362.8	220
133	11:08:05.7	1.62	0.0	363.9	230
134	11:09:54.6	1.62	0.0	367.3	190
135	11:11:43.6	1.62	0.0	369.7	210
136	11:13:33.1	1.62	0.0	372.9	200
137	11:15:22.0	1.61	0.0	373.3	210
138	11:17:10.9	1.61	0.0	380.0	200
139	11:18:59.9	1.61	0.0	380.8	210
140	11:20:48.7	1.61	0.0	382.8	220
141	11:22:37.7	1.61	0.0	382.4	200
142	11:24:26.7	1.61	0.0	385.8	200
143	11:26:15.7	1.61	0.0	387.8	200
144	11:28:04.3	1.61	0.0	393.2	200
145	11:29:53.0	1.61	0.0	395.6	220
146	11:31:41.7	1.61	0.0	398.7	210
147	11:33:30.3	1.61	0.0	400.4	210
148	11:35:19.0	1.61	0.0	400.3	200
149	11:37:07.7	1.61	0.0	407.5	210
150	11:38:56.9	1.61	0.0	408.3	210
151	11:48:37.5	1.62	0.0	413.3	230
152	11:50:26.6	1.62	0.0	416.8	200
153	11:52:15.6	1.62	0.0	424.7	220
154	11:54:04.2	1.62	0.0	422.9	200
155	11:55:53.1	1.62	0.0	426.1	210
156	11:57:41.8	1.62	0.0	426.1	210
157	11:59:30.5	1.63	0.0	431.1	210
158	12:01:19.1	1.63	0.0	434.5	210
159	12:03:07.6	1.63	0.0	434.0	230
